"AIRPORT_ID","AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_COUNTRY_NAME","LATITUDE","LONGITUDE","AIRPORT_IS_LATEST",
10064,"A51","Wien Lake Airport","Wien Lake, AK","United States",64.35277778,-151.27500000,1,
10065,"A52","Silver Salmon Creek Airport","Silver Salmon Creek, AK","United States",59.96388889,-152.68222222,1,
10066,"A53","Blear Lake Airport","Blear Lake, AK","United States",64.33333333,-147.50000000,1,
10067,"A54","Cannery Bay Airport","Cannery Bay, AK","United States",53.68333333,-166.75000000,1,
10069,"A56","Johnsons Landing","Bear Lake, AK","United States",56.03666667,-160.26611111,1,
10070,"VZK","International Seafoods Airport","International Seafoods, AK","United States",58.26666667,-157.53333333,0,
10070,"A57","International Seafoods Airport","International Seafoods, AK","United States",58.26666667,-157.53333333,1,
10071,"A58","Cosna River Airport","Cosna River, AK","United States",64.50000000,-151.66666667,1,
10072,"A59","Ivatuk Airport","Ivatuk, AK","United States",68.48777778,-155.75750000,1,
10074,"A61","Cape Sarichef AFS","Cape Sarichef, AK","United States",54.58333333,-164.91250000,0,
10074,"A61","Cape Sarichef Airport","Cape Sarichef, AK","United States",54.58250000,-164.91444444,1,
10075,"A62","Taylor Mountain","Taylor Mountain Mine, AK","United States",60.86777778,-157.39194444,1,
10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","United States",65.31111111,-143.13527778,0,
10076,"A63","Coal Creek","Yukon Charley Rivvers, AK","United States",65.31138889,-143.13555556,1,
10078,"A65","Karluk Portage Airport","Karluk Portage, AK","United States",57.53833333,-154.16444444,1,
10079,"A66","Hope Airport","Hope, AK","United States",60.90555556,-149.62388889,0,
10079,"A66","Hope Airport","Hope, AK","United States",60.90416667,-149.62388889,0,
10079,"A66","Hope Airport","Hope, AK","United States",60.90722222,-149.62277778,1,
10080,"A67","Viekoda Bay Airport","Viekoda Bay, AK","United States",57.84944444,-153.11527778,1,
10082,"A69","Cathedral Strip","Cold Bay, AK","United States",55.74000000,-162.12527778,1,
10083,"A70","Village Islands Airport","Village Islands, AK","United States",57.77416667,-153.54472222,1,
10084,"A71","Bear Cove Farm","Homer, AK","United States",59.73833333,-151.03000000,1,
10085,"A72","Chinitna Bay Airport","Chinitna Bay, AK","United States",59.83333333,-152.58472222,1,
10086,"A73","McKinley National Park","McKinley Park, AK","United States",63.73250000,-148.91055556,1,
10087,"A74","Dog Fish Bay","Nanwalek, AK","United States",59.24111111,-151.87722222,1,
10088,"A75","Malina Bay Airport","Malina Bay, AK","United States",58.17194444,-152.89416667,1,
10089,"A76","Red Fox Bay Airport","Red Fox Bay, AK","United States",58.46444444,-152.59305556,1,
10090,"A77","Shearwater Airport","Shearwater, AK","United States",57.34333333,-152.89722222,1,
10091,"A78","Lake","Cape Simpson, AK","United States",71.03000000,-154.44361111,1,
10092,"A79","Cape Simpson No. 1","Cape Simpson, AK","United States",71.50166667,-154.03388889,1,
10093,"A80","Cape Simpson No. 7","Cape Simpson, AK","United States",70.57388889,-155.32138889,1,
10094,"A81","Cape Simpson #1","Aglaq, AK","United States",70.66277778,-154.83666667,1,
10095,"A82","Nikiski Private Airstrip","Nikiski, AK","United States",60.69027778,-151.28888889,1,
10096,"A83","Petrof Point Airport","Petrof Point, AK","United States",59.37638889,-150.76500000,1,
10097,"A84","Denali West Lodge Private","Denali, AK","United States",63.75555556,-147.93000000,1,
10098,"A85","Big River Airport","Big River, AK","United States",61.85944444,-154.27666667,1,
10100,"A87","Carry Inlet Airport","Carry Inlet, AK","United States",58.58305556,-152.44583333,1,
10102,"A89","Montague Island Airport","Montague Island, AK","United States",59.92500000,-147.51666667,1,
10103,"A90","Shannon Pond Airport","Shannon Pond, AK","United States",59.03916667,-158.46388889,1,
10104,"A91","Omalik Lagoon Airport","Omalik Lagoon, AK","United States",69.15555556,-163.49722222,1,
10105,"A92","Omolik Lagoon Airport","Omolik Lagoon, AK","United States",69.14805556,-163.51027778,1,
10106,"A93","Bradley Lake Project Airport","Bradley Lake Project, AK","United States",59.79166667,-151.26666667,1,
10107,"A94","Ice Strip","Barrow, AK","United States",70.57416667,-155.31805556,1,
10108,"A95","Ice Strip","Barrow, AK","United States",70.31194444,-153.24916667,1,
10109,"A96","Ice Strip","Barrow, AK","United States",70.98083333,-157.09500000,1,
10110,"A97","Akulik Air Strip","Akulik, AK","United States",68.98555556,-163.47972222,1,
10111,"A98","Deadfall Air Strip","Deadfall, AK","United States",69.17083333,-163.25638889,1,
10112,"A99","Eagle Creek Airport","Eagle Creek, AK","United States",68.67666667,-162.64694444,1,
10113,"AA1","Ice Kong","Bethel, AK","United States",59.95277778,-162.61694444,1,
10116,"AA4","Glacier Split","Kachemak Bay, AK","United States",59.63333333,-151.20833333,1,
10117,"AA5","Selby Lake Airport","Selby Lake, AK","United States",66.95583333,-155.61500000,1,
10118,"AAA","Anaa Airport","Anaa, French Polynesia","French Polynesia",-17.35388889,-145.50972222,0,
10118,"AAA","Anaa Airport","Anaa, French Polynesia","French Polynesia",-17.35250000,-145.51000000,1,
10119,"AAB","Arrabury Station","Arrabury, Australia","Australia",-26.70000000,141.04166667,1,
10120,"AAC","El Arish International","El Arish, Egypt","Egypt",31.07638889,33.83333333,0,
10120,"AAC","El Arish International","El Arish, Egypt","Egypt",31.07333333,33.83583333,1,
10121,"AAE","Rabah Bitat","Annaba, Algeria","Algeria",36.82166667,7.81000000,0,
10121,"AAE","Rabah Bitat","Annaba, Algeria","Algeria",36.82222222,7.80944444,1,
10122,"AAF","Apalachicola Regional","Apalachicola, FL","United States",29.72750000,-85.02750000,0,
10122,"AAF","Apalachicola Regional Cleve Randolph Field","Apalachicola, FL","United States",29.72750000,-85.02750000,1,
10123,"AAH","Aachen/Merzbruck","Aachen, West Germany","West Germany",50.82305556,6.18611111,0,
10123,"AAH","Aachen/Merzbruck","Aachen, Germany","Germany",50.82305556,6.18611111,0,
10123,"AAH","Aachen/Merzbruck","Aachen, Germany","Germany",50.82305556,6.18750000,1,
10124,"AAI","Arraias Airport","Arraias, Brazil","Brazil",-12.91666667,-46.93333333,0,
10124,"AAI","Arraias Airport","Arraias, Brazil","Brazil",-13.02500000,-46.88416667,0,
10124,"AAI","Arraias Airport","Arraias, Brazil","Brazil",-13.02583333,-46.88361111,1,
10125,"AAL","Aalborg Airport","Aalborg, Denmark","Denmark",57.09305556,9.85000000,0,
10125,"AAL","Aalborg Airport","Aalborg, Denmark","Denmark",57.09277778,9.84916667,1,
10126,"AAM","Malamala","Mala Mala, South Africa","South Africa",-24.80833333,31.54166667,0,
10126,"AAM","Malamala","Mala Mala, South Africa","South Africa",-24.81694444,31.54416667,1,
10127,"AAN","Al Ain International","Al Ain, United Arab Emirates","United Arab Emirates",24.26166667,55.60916667,0,
10127,"AAN","Al Ain International","Al Ain, United Arab Emirates","United Arab Emirates",24.26194444,55.60750000,1,
10128,"AAO","Anaco Airport","Anaco, Venezuela","Venezuela",9.43194444,-64.46388889,0,
10128,"AAO","Anaco Airport","Anaco, Venezuela","Venezuela",9.43027778,-64.47083333,0,
10128,"AAO","Anaco Airport","Anaco, Venezuela","Venezuela",9.43000000,-64.47083333,1,
10129,"AAQ","Vityazevo","Anapa, Russia","Russia",44.90000000,37.31666667,0,
10129,"AAQ","Vityazevo","Anapa, Russia","Russia",45.00222222,37.34722222,0,
10129,"AAQ","Anapa Airport","Anapa, Russia","Russia",45.00222222,37.34722222,1,
10130,"AAR","Tirstrup","Aarhus, Denmark","Denmark",56.31027778,10.61805556,0,
10130,"AAR","Tirstrup","Aarhus, Denmark","Denmark",56.30388889,10.62000000,0,
10130,"AAR","Aarhus Airport","Aarhus, Denmark","Denmark",56.30000000,10.61888889,1,
10131,"AAU","Asau W Sam","Asau, Samoa","Samoa",-13.51666667,-172.65000000,1,
10132,"AAX","Araxa Airport","Araxa, Brazil","Brazil",-19.56805556,-46.92916667,0,
10132,"AAX","Araxa Airport","Araxa, Brazil","Brazil",-19.56333333,-46.96027778,1,
10134,"ABD","Abadan Airport","Abadan, Iran","Iran",30.36611111,48.23222222,0,
10134,"ABD","Abadan Airport","Abadan, Iran","Iran",30.36611111,48.23222222,0,
10134,"ABD","Abadan Airport","Abadan, Iran","Iran",30.36527778,48.23305556,1,
10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","United States",40.65472222,-75.43833333,0,
10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","United States",40.65222222,-75.44027778,0,
10135,"ABE","Lehigh Valley International","Allentown/Bethlehem/Easton, PA","United States",40.65222222,-75.44055556,1,
10136,"ABI","Abilene Regional","Abilene, TX","United States",32.40944444,-99.67972222,0,
10136,"ABI","Abilene Regional","Abilene, TX","United States",32.41111111,-99.68166667,0,
10136,"ABI","Abilene Regional","Abilene, TX","United States",32.41138889,-99.68194444,1,
10137,"ABJ","Abidjan Felix Houphouet Boigny International","Abidjan, Cote d'Ivoire","Cote d'Ivoire",5.25555556,-3.92916667,0,
10137,"ABJ","Abidjan Felix Houphouet Boigny International","Abidjan, Cote d'Ivoire","Cote d'Ivoire",5.26138889,-3.92583333,0,
10137,"ABJ","Felix Houphouet Boigny Abidjan","Abidjan, Cote d'Ivoire","Cote d'Ivoire",5.26138889,-3.92583333,0,
10137,"ABJ","Felix Houphouet Boigny Abidjan International","Abidjan, Cote d'Ivoire","Cote d'Ivoire",5.26138889,-3.92583333,1,
10138,"ABK","Kabri Dar Airport","Kabri Dar, Ethiopia","Ethiopia",6.73388889,44.26611111,0,
10138,"ABK","Kebri Dahar","Kabri Dar, Ethiopia","Ethiopia",6.73277778,44.24166667,0,
10138,"ABK","Kebri Dahar","Kabri Dar, Ethiopia","Ethiopia",6.73277778,44.24138889,1,
10139,"ABL","Ambler River","Ambler, AK","United States",67.08750000,-157.84583333,1,
10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","United States",35.04166667,-106.60638889,0,
10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","United States",35.04027778,-106.60916667,0,
10140,"ABQ","Albuquerque International Sunport","Albuquerque, NM","United States",35.03888889,-106.60833333,1,
10141,"ABR","Aberdeen Regional","Aberdeen, SD","United States",45.44972222,-98.42166667,0,
10141,"ABR","Aberdeen Regional","Aberdeen, SD","United States",45.44916667,-98.42194444,0,
10141,"ABR","Aberdeen Regional","Aberdeen, SD","United States",45.44833333,-98.42250000,1,
10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","Egypt",22.37222222,31.61527778,0,
10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","Egypt",22.37472222,31.60944444,0,
10142,"ABS","Abu Simbel Airport","Abu Simbel, Egypt","Egypt",22.37583333,31.61166667,1,
10143,"BBH","Al-Baha Airport","Al-Baha, Saudi Arabia","Saudi Arabia",20.29611111,41.63416667,0,
10143,"ABT","Al-Baha Airport","Al-Baha, Saudi Arabia","Saudi Arabia",20.29611111,41.63416667,1,
10144,"ABV","Abuja Nnamdi Azikiwe International","Abuja, Nigeria","Nigeria",9.00555556,7.26611111,0,
10144,"ABV","Abuja Nnamdi Azikiwe International","Abuja, Nigeria","Nigeria",9.00666667,7.26305556,1,
10145,"ABX","Albury Airport","Albury, Australia","Australia",-36.06833333,146.97666667,0,
10145,"ABX","Albury Airport","Albury, Australia","Australia",-36.06777778,146.95805556,1,
10146,"ABY","Southwest Georgia Regional","Albany, GA","United States",31.53222222,-84.19611111,0,
10146,"ABY","Southwest Georgia Regional","Albany, GA","United States",31.53555556,-84.19444444,1,
10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","United Kingdom",57.20416667,-2.19861111,0,
10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","United Kingdom",57.20194444,-2.19777778,0,
10147,"ABZ","Aberdeen Dyce","Aberdeen, United Kingdom","United Kingdom",57.20250000,-2.19805556,1,
10148,"ACA","General Juan N Alvarez International","Acapulco, Mexico","Mexico",16.75555556,-99.76694444,0,
10148,"ACA","General Juan N Alvarez International","Acapulco, Mexico","Mexico",16.75694444,-99.75388889,1,
10149,"ACB","Antrim County","Bellaire, MI","United States",44.98472222,-85.19916667,0,
10149,"ACB","Antrim County","Bellaire, MI","United States",44.98861111,-85.19833333,1,
10150,"ACC","Accra Kotoka International","Accra, Ghana","Ghana",5.59527778,-0.17083333,0,
10150,"ACC","Accra Kotoka International","Accra, Ghana","Ghana",5.60444444,-0.16750000,1,
10151,"ACE","Lanzarote","Arrecife, Spain","Spain",28.94250000,-13.60472222,0,
10151,"ACE","Lanzarote","Arrecife, Spain","Spain",28.94555556,-13.60527778,1,
10152,"ACH","St Gallen Altenrhein","Altenrhein, Switzerland","Switzerland",47.48527778,9.56000000,0,
10152,"ACH","St Gallen Altenrhein","Altenrhein, Switzerland","Switzerland",47.48500000,9.56000000,1,
10153,"ACI","Alderney Airport","Alderney, United Kingdom","United Kingdom",49.70694444,-2.21527778,0,
10153,"ACI","Alderney Airport","Alderney, United Kingdom","United Kingdom",49.70611111,-2.21472222,0,
10153,"ACI","Alderney Airport","Alderney, United Kingdom","United Kingdom",49.70666667,-2.21444444,1,
10154,"ACK","Nantucket Memorial","Nantucket, MA","United States",41.25666667,-70.05972222,0,
10154,"ACK","Nantucket Memorial","Nantucket, MA","United States",41.25305556,-70.06027778,0,
10154,"ACK","Nantucket Memorial","Nantucket, MA","United States",41.25305556,-70.06000000,1,
10155,"ACT","Waco Regional","Waco, TX","United States",31.61138889,-97.22861111,0,
10155,"ACT","Waco Regional","Waco, TX","United States",31.61222222,-97.23027778,1,
10156,"ACU","Achutupo Airport","Achutupo, Panama","Panama",8.43333333,-77.96666667,1,
10157,"ACV","Arcata","Arcata/Eureka, CA","United States",40.97916667,-124.10750000,0,
10157,"ACV","Arcata","Arcata/Eureka, CA","United States",40.97805556,-124.10861111,0,
10157,"ACV","Arcata","Arcata/Eureka, CA","United States",40.97777778,-124.10833333,1,
10158,"ACY","Nafec Atlantic City","Atlantic City, NJ","United States",39.45611111,-74.57805556,0,
10158,"ACY","Nafec Atl","Atlantic City, NJ","United States",39.45666667,-74.57777778,0,
10158,"ACY","Atlantic City International","Atlantic City, NJ","United States",39.45750000,-74.57805556,0,
10158,"ACY","Atlantic City International","Atlantic City, NJ","United States",39.45750000,-74.57722222,1,
10159,"ADA","Adana Sakirpasa","Adana, Turkey","Turkey",36.98361111,35.28083333,0,
10159,"ADA","Adana International","Adana, Turkey","Turkey",36.98222222,35.28027778,1,
10160,"ADB","Adnan Menderes","Izmir, Turkey","Turkey",38.29472222,27.16000000,0,
10160,"ADB","Adnan Menderes","Izmir, Turkey","Turkey",38.29222222,27.15583333,1,
10161,"ADC","Andakombe Airport","Andakombe, Papua New Guinea","Papua New Guinea",-7.13611111,145.74416667,0,
10161,"ADC","Andakombe Airport","Andakombe, Papua New Guinea","Papua New Guinea",-7.13638889,145.74388889,1,
10162,"ADD","Haile Selassie I International","Addis Ababa, Ethiopia","Ethiopia",8.97805556,38.79944444,0,
10162,"ADD","Bole International","Addis Ababa, Ethiopia","Ethiopia",8.97805556,38.79944444,1,
10163,"ADE","Aden International","Aden, South Yemen","South Yemen",12.82777778,45.03055556,0,
10163,"ADE","Aden International","Aden, Yemen","Yemen",12.83444444,45.02888889,0,
10163,"ADE","Aden International","Aden, Yemen","Yemen",12.82944444,45.02888889,1,
10164,"ADJ","King Abdullah Ben","Amman, Jordan","Jordan",31.97222222,35.99000000,0,
10164,"ADJ","Marka International","Amman, Jordan","Jordan",31.97222222,35.99000000,0,
10164,"ADJ","Marka International","Amman, Jordan","Jordan",31.97277778,35.99166667,1,
10165,"ADK","Adak NS","Adak Island, AK","United States",51.88277778,-176.64472222,0,
10165,"ADK","Adak","Adak Island, AK","United States",51.87805556,-176.64611111,1,
10166,"ADL","Adelaide International","Adelaide, Australia","Australia",-34.94833333,138.53472222,0,
10166,"ADL","Adelaide International","Adelaide, Australia","Australia",-34.94500000,138.53055556,1,
10167,"ADM","Ardmore Municipal","Ardmore, OK","United States",34.30305556,-97.01972222,0,
10167,"ADM","Ardmore Municipal","Ardmore, OK","United States",34.30416667,-97.02055556,1,
10168,"ADN","Andes Airport","Andes, Colombia","Colombia",5.66666667,-75.88333333,0,
10168,"ADN","Andes Airport","Andes, Colombia","Colombia",5.69805556,-75.87972222,0,
10168,"ADN","Andes Airport","Andes, Colombia","Colombia",5.69777778,-75.88027778,1,
10169,"ADO","Andamooka Airport","Andamooka, Australia","Australia",-30.43777778,137.13722222,1,
10170,"ADQ","Kodiak Airport","Kodiak, AK","United States",57.75000000,-152.49388889,1,
10171,"ADS","Addison","Dallas, TX","United States",32.96833333,-96.83611111,0,
10171,"ADS","Addison","Dallas, TX","United States",32.96861111,-96.83638889,1,
10172,"ADW","Andrews AFB","Camp Springs, MD","United States",38.81083333,-76.86722222,0,
10172,"ADW","Andrews AFB","Camp Springs, MD","United States",38.81083333,-76.86694444,0,
10172,"ADW","Joint Base Andrews","Camp Springs, MD","United States",38.81083333,-76.86694444,1,
10173,"ADX","RAF Leuchars","St Andrews, United Kingdom","United Kingdom",56.37277778,-2.86833333,0,
10173,"ADX","RAF Leuchars","St Andrews, United Kingdom","United Kingdom",56.37277778,-2.86861111,1,
10174,"ADZ","San Andres","San Andres Island, Colombia","Colombia",12.58333333,-81.70000000,0,
10174,"ADZ","Sesquicentenario","San Andres Island, Colombia","Colombia",12.58305556,-81.71166667,0,
10174,"ADZ","Gustavo Rojas Pinilla","San Andres Island, Colombia","Colombia",12.58361111,-81.71138889,1,
10175,"DHF","Al Dhafra Air Base","Al Dhafra, United Arab Emirates","United Arab Emirates",24.24833333,54.54777778,1,
10176,"AED","Aleneva Airport","Aleneva, AK","United States",58.03333333,-152.90000000,1,
10177,"AEG","Aek Godang","Padang Sidempuan, Indonesia","Indonesia",1.40000000,99.43055556,1,
10178,"AEH","Abeche Airport","Abeche, Chad","Chad",13.85138889,20.85083333,0,
10178,"AEH","Abeche Airport","Abeche, Chad","Chad",13.84694444,20.84361111,0,
10178,"AEH","Abeche Airport","Abeche, Chad","Chad",13.84750000,20.84333333,1,
10180,"AEO","Aioun El Atrouss Airport","Aioun El Atrouss, Mauritania","Mauritania",16.70916667,-9.63555556,0,
10180,"AEO","Aioun El Atrouss Airport","Aioun El Atrouss, Mauritania","Mauritania",16.71138889,-9.63777778,1,
10181,"AEP","Aeroparque Jorge Newbery","Buenos Aires, Argentina","Argentina",-34.55888889,-58.41583333,0,
10181,"AEP","Aeroparque Jorge Newbery","Buenos Aires, Argentina","Argentina",-34.55916667,-58.41583333,1,
10182,"AER","Adler/Sochi Airport","Adler/Sochi, U.S.S.R.","U.S.S.R.",43.45000000,39.93333333,0,
10182,"AER","Adler/Sochi Airport","Adler/Sochi, Russia","Russia",43.45000000,39.93333333,1,
10183,"AES","Vigra","Aalesund, Norway","Norway",62.56250000,6.10527778,0,
10183,"AES","Vigra","Aalesund, Norway","Norway",62.56111111,6.11416667,0,
10183,"AES","Vigra","Aalesund, Norway","Norway",62.56027778,6.11027778,1,
10184,"AET","Allakaket Airport","Allakaket, AK","United States",66.56166667,-152.65833333,0,
10184,"AET","Allakaket Airport","Allakaket, AK","United States",66.55194444,-152.62222222,1,
10185,"AEX","England AFB","Alexandria, LA","United States",31.32416667,-92.54694444,0,
10185,"AEX","Alexandria International","Alexandria, LA","United States",31.32750000,-92.54861111,1,
10186,"AEY","Akureyri Airport","Akureyri, Iceland","Iceland",65.65694444,-18.07222222,0,
10186,"AEY","Akureyri Airport","Akureyri, Iceland","Iceland",65.66000000,-18.07277778,0,
10186,"AEY","Akureyri Airport","Akureyri, Iceland","Iceland",65.65666667,-18.07194444,1,
10188,"AFA","San Rafael Airport","San Rafael, Argentina","Argentina",-34.58916667,-68.40055556,0,
10188,"AFA","San Rafael Airport","San Rafael, Argentina","Argentina",-34.58777778,-68.40333333,1,
10189,"AFF","USAF Academy Airfield","Colorado Springs, CO","United States",38.96972222,-104.81250000,0,
10189,"AFF","USAF Academy Airfield","Colorado Springs, CO","United States",38.96972222,-104.81277778,0,
10189,"AFF","USAF Academy Airfield","Colorado Springs, CO","United States",38.97416667,-104.81777778,1,
10190,"AFK","Nebraska City Municipal","Nebraska, NE","United States",40.60694444,-95.86583333,0,
10190,"AFK","Nebraska City Municipal","Nebraska, NE","United States",40.60555556,-95.86777778,0,
10190,"AFK","Nebraska City Municipal","Nebraska, NE","United States",40.60638889,-95.86666667,0,
10190,"AFK","Nebraska City Municipal","Nebraska, NE","United States",40.60666667,-95.86666667,1,
10191,"AFO","Afton Municipal","Afton, WY","United States",42.71666667,-110.93333333,0,
10191,"AFO","Afton Municipal","Afton, WY","United States",42.70888889,-110.94222222,1,
10192,"AFP","Anson County","Wadesboro, NC","United States",35.02388889,-80.08138889,0,
10192,"AFP","Anson County","Wadesboro, NC","United States",35.02055556,-80.07722222,1,
10194,"AFW","Fort Worth Alliance","Dallas/Fort Worth, TX","United States",32.98666667,-97.31750000,0,
10194,"AFW","Fort Worth Alliance","Dallas/Fort Worth, TX","United States",32.98777778,-97.31888889,1,
10195,"AFY","Afyon Airport","Afyon, Turkey","Turkey",38.73500000,30.59555556,0,
